student_id,age,gender,study_hours_per_day,social_media_hours,netflix_hours,part_time_job,attendance_percentage,sleep_hours,diet_quality,exercise_frequency,parental_education_level,internet_quality,mental_health_rating,extracurricular_participation,exam_score
S1192,17,481,0.5972222222222222,0.5892857142857143,0.5,785,0.6666666666666665,0.34848484848484845,2.0,4,2.0,1.0,6,682,0.5853658536585367
S1193,23,477,0.6388888888888888,0.16071428571428573,0.41304347826086957,785,0.6543209876543208,0.24242424242424238,1.0,4,2.0,1.0,6,682,0.7466124661246611
S1194,23,477,0.36111111111111116,0.7142857142857143,0.23913043478260873,785,0.7382716049382716,0.5606060606060606,1.0,0,1.0,1.0,10,682,0.5474254742547426
S1195,18,481,0.0,0.5,0.3478260869565218,785,0.837037037037037,0.39393939393939387,0.0,0,0.0,1.0,5,682,0.006775067750677544
S1196,18,477,0.37500000000000006,0.375,0.41304347826086957,785,0.7259259259259259,0.833333333333333,1.0,4,1.0,2.0,5,682,0.518970189701897
S1197,20,481,0.5694444444444444,0.4821428571428572,0.0,785,0.7407407407407409,0.49999999999999983,0.0,0,2.0,0.0,9,318,0.8252032520325203
S1198,21,477,0.18055555555555558,0.07142857142857144,0.5,215,0.23950617283950626,0.34848484848484845,1.0,1,1.0,1.0,8,318,0.21680216802168034
S1199,19,481,0.5277777777777778,0.5357142857142857,0.15217391304347827,785,0.6419753086419755,0.2878787878787878,0.0,2,0.0,1.0,4,682,0.4796747967479676
S1200,23,481,0.48611111111111116,0.23214285714285715,0.10869565217391305,785,0.748148148148148,0.6969696969696968,0.0,2,0.0,1.0,7,682,0.7547425474254743
S1201,24,477,0.6111111111111112,0.16071428571428573,0.0,785,0.8098765432098767,0.39393939393939387,0.0,3,1.0,1.0,8,682,0.9525745257452576
S1203,17,477,0.2777777777777778,0.6785714285714286,0.06521739130434782,785,0.4666666666666668,0.6666666666666665,0.0,6,2.0,2.0,5,682,0.437669376693767
S1204,20,477,0.7361111111111112,0.30357142857142855,0.2173913043478261,785,0.48888888888888893,0.409090909090909,0.0,0,0.0,1.0,3,318,0.7073170731707319
S1205,21,42,0.4583333333333333,0.7678571428571428,0.8478260869565218,785,0.7629629629629631,0.4848484848484848,0.0,0,1.0,1.0,4,682,0.40921409214092147
S1206,24,477,0.48611111111111116,0.3392857142857143,0.2608695652173913,785,0.8839506172839506,0.49999999999999983,2.0,6,0.0,0.0,10,318,0.8997289972899729
S1207,20,481,0.2916666666666667,0.08928571428571429,0.4347826086956522,785,0.5283950617283952,0.6212121212121211,2.0,3,0.0,1.0,6,318,0.489159891598916
S1208,22,477,0.3888888888888889,0.21428571428571427,0.47826086956521746,215,0.854320987654321,0.606060606060606,0.0,3,1.0,0.0,10,682,0.6720867208672086
S1209,21,481,0.3055555555555556,0.7142857142857143,0.41304347826086957,785,0.6592592592592594,0.4545454545454544,2.0,0,1.0,0.0,5,318,0.2831978319783199
S1210,23,481,0.4444444444444445,0.4107142857142857,0.3695652173913044,215,0.6000000000000001,0.5151515151515149,2.0,0,2.0,1.0,9,682,0.5433604336043361
S1211,23,481,0.8472222222222222,0.32142857142857145,0.10869565217391305,785,0.577777777777778,0.4393939393939393,1.0,6,0.0,1.0,3,318,0.9769647696476964
S1212,21,477,0.19444444444444445,0.4821428571428572,0.7391304347826088,785,0.8148148148148149,0.22727272727272724,2.0,1,0.0,0.0,2,318,0.04742547425474258
S1213,23,477,0.1527777777777778,0.5535714285714286,0.8260869565217391,785,0.7111111111111112,0.5454545454545452,1.0,6,0.0,2.0,6,682,0.26151761517615185
S1215,21,481,0.4444444444444445,0.75,0.15217391304347827,785,0.4197530864197532,0.3333333333333333,1.0,6,1.0,1.0,5,318,0.5596205962059622
S1216,20,481,0.3472222222222222,0.375,0.32608695652173914,785,0.7580246913580249,0.3636363636363635,0.0,6,1.0,0.0,1,318,0.46205962059620603
S1217,21,42,0.7083333333333334,0.16071428571428573,0.15217391304347827,785,0.49876543209876556,0.34848484848484845,0.0,6,1.0,1.0,3,682,0.8238482384823849
S1218,24,477,0.36111111111111116,0.35714285714285715,0.5217391304347826,785,0.41481481481481475,0.6363636363636362,0.0,1,0.0,1.0,3,682,0.3021680216802169
S1219,23,481,0.8611111111111112,0.5,0.2173913043478261,785,0.6271604938271604,0.5757575757575757,0.0,5,2.0,1.0,4,682,1.0
S1220,19,481,0.625,0.23214285714285715,0.9130434782608697,785,0.6641975308641976,0.46969696969696956,0.0,0,1.0,0.0,10,682,0.7574525745257452
S1221,19,477,0.3888888888888889,0.25,0.673913043478261,785,1.0,0.3333333333333333,2.0,4,1.0,1.0,6,318,0.5081300813008132
S1222,22,477,0.9305555555555556,0.5178571428571429,0.4347826086956522,785,0.5851851851851855,0.5151515151515149,1.0,6,0.0,0.0,5,682,1.0
S1223,20,481,0.36111111111111116,0.42857142857142855,0.6304347826086957,785,0.3506172839506174,0.212121212121212,0.0,4,2.0,0.0,1,682,0.21273712737127376
S1224,18,481,0.6388888888888888,0.44642857142857145,0.6521739130434783,785,0.6962962962962962,0.53030303030303,0.0,5,0.0,2.0,6,682,0.6300813008130082
S1225,18,481,0.5416666666666666,0.28571428571428575,0.2608695652173913,785,0.11851851851851847,0.6515151515151514,1.0,0,2.0,0.0,9,318,0.6517615176151761
S1226,21,477,0.763888888888889,0.3928571428571429,0.19565217391304351,215,0.6074074074074072,0.27272727272727265,0.0,3,0.0,1.0,1,682,0.8468834688346885
S1227,22,481,0.8055555555555556,0.25,0.41304347826086957,785,0.634567901234568,0.22727272727272724,1.0,4,0.0,0.0,8,318,0.9539295392953928
S1228,17,477,0.48611111111111116,0.6428571428571429,0.5869565217391305,785,0.8246913580246913,0.7878787878787876,0.0,3,1.0,0.0,8,318,0.6287262872628727
S1229,21,477,0.3333333333333333,0.6607142857142858,0.4347826086956522,785,0.869135802469136,0.39393939393939387,1.0,4,1.0,1.0,3,318,0.35501355013550134
S1230,22,477,0.5833333333333334,0.05357142857142857,0.02173913043478261,785,0.5061728395061729,0.7121212121212119,2.0,3,1.0,2.0,9,318,1.0
S1231,20,481,0.3472222222222222,0.25,0.19565217391304351,785,0.5925925925925926,0.46969696969696956,1.0,6,0.0,1.0,8,682,0.6355013550135502
S1232,20,481,0.9027777777777778,0.125,0.3695652173913044,785,0.4395061728395062,0.46969696969696956,1.0,4,2.0,0.0,3,682,1.0
S1233,20,481,0.513888888888889,0.30357142857142855,0.3695652173913044,785,0.3506172839506174,0.5757575757575757,0.0,3,2.0,2.0,10,318,0.7398373983739837
S1234,20,477,0.4166666666666667,0.42857142857142855,0.8695652173913044,785,0.7061728395061726,0.3333333333333333,2.0,5,1.0,1.0,5,682,0.49728997289972904
S1235,20,481,0.5277777777777778,0.14285714285714288,0.06521739130434782,785,0.3160493827160493,0.53030303030303,0.0,1,1.0,2.0,3,682,0.6138211382113823
S1236,22,477,0.20833333333333334,0.25,0.5217391304347826,785,0.5283950617283952,0.42424242424242414,1.0,3,1.0,1.0,5,682,0.27100271002710036
S1237,22,481,0.2777777777777778,0.23214285714285715,0.7391304347826088,215,0.382716049382716,0.2575757575757575,0.0,1,1.0,0.0,9,682,0.37398373983739835
S1238,19,477,0.7361111111111112,0.4821428571428572,0.9347826086956522,785,0.765432098765432,0.5606060606060606,0.0,1,0.0,2.0,4,318,0.6504065040650406
S1239,24,477,0.3472222222222222,0.4642857142857143,0.30434782608695654,785,1.0,0.4545454545454544,2.0,0,2.0,2.0,6,682,0.3563685636856369
S1240,18,477,0.2638888888888889,0.28571428571428575,0.5,785,0.308641975308642,0.46969696969696956,0.0,6,2.0,2.0,3,682,0.33875338753387546
S1241,23,477,0.5972222222222222,0.4821428571428572,0.5217391304347826,215,0.1728395061728396,0.27272727272727265,0.0,5,0.0,2.0,3,682,0.4661246612466125
S1242,20,481,0.7361111111111112,0.32142857142857145,0.4347826086956522,785,0.6000000000000001,0.7878787878787876,1.0,1,0.0,1.0,5,682,0.8848238482384825
S1243,17,481,0.6388888888888888,0.3928571428571429,0.3695652173913044,785,0.634567901234568,0.6666666666666665,0.0,2,0.0,0.0,8,682,0.8279132791327912
S1244,23,477,0.6944444444444444,0.8035714285714286,0.5,785,0.6839506172839509,0.6818181818181817,1.0,6,1.0,0.0,8,682,0.97289972899729
S1245,22,481,0.3333333333333333,0.7321428571428571,0.0,785,0.5185185185185186,0.4393939393939393,0.0,1,0.0,0.0,3,318,0.29403794037940384
S1246,17,477,0.19444444444444445,0.16071428571428573,0.5652173913043479,215,0.5802469135802468,0.18181818181818182,2.0,3,0.0,1.0,8,682,0.33604336043360444
S1247,17,481,0.8055555555555556,0.625,0.41304347826086957,785,0.7209876543209877,0.8484848484848484,0.0,1,0.0,1.0,8,318,0.8644986449864498
S1248,17,481,0.4166666666666667,0.625,0.3478260869565218,785,0.88641975308642,0.4848484848484848,0.0,3,1.0,1.0,3,682,0.37804878048780494
S1249,19,481,0.4305555555555556,0.19642857142857145,0.8913043478260869,785,0.14567901234567926,0.3636363636363635,1.0,3,1.0,1.0,10,318,0.43631436314363153
S1250,22,477,0.763888888888889,0.625,0.23913043478260873,215,0.5382716049382714,0.5757575757575757,1.0,2,1.0,0.0,10,682,1.0
S1251,17,481,0.5972222222222222,0.7678571428571428,0.30434782608695654,785,0.6814814814814816,0.7121212121212119,0.0,1,2.0,0.0,2,682,0.5284552845528456
S1252,20,481,0.5833333333333334,0.21428571428571427,0.8695652173913044,785,0.402469135802469,0.49999999999999983,0.0,1,1.0,1.0,10,682,0.8008130081300813
S1253,21,477,0.9305555555555556,0.25,0.19565217391304351,785,1.0,0.7272727272727271,0.0,4,0.0,1.0,2,682,0.915989159891599
S1254,17,477,0.3472222222222222,0.6607142857142858,0.2608695652173913,215,0.47160493827160477,0.6969696969696968,1.0,6,0.0,0.0,9,682,0.7127371273712737
S1255,19,481,0.6805555555555556,0.5,0.3478260869565218,785,0.6197530864197529,0.3030303030303029,1.0,4,1.0,0.0,7,682,0.7967479674796749
S1256,23,481,0.5,0.5714285714285715,0.5869565217391305,785,0.7679012345679013,0.37878787878787873,1.0,0,0.0,1.0,6,682,0.518970189701897
S1257,22,481,0.5416666666666666,0.5178571428571429,0.4347826086956522,785,0.4839506172839505,0.6666666666666665,0.0,3,2.0,1.0,7,682,0.6070460704607046
S1258,24,481,0.8055555555555556,0.5357142857142857,0.08695652173913045,785,0.1728395061728396,0.0,0.0,2,1.0,0.0,8,682,0.8753387533875339
S1259,19,481,0.5972222222222222,0.16071428571428573,0.2608695652173913,785,0.5234567901234568,0.46969696969696956,0.0,4,2.0,1.0,1,682,0.6287262872628727
S1260,17,477,0.5972222222222222,0.6785714285714286,0.23913043478260873,785,0.8839506172839506,0.24242424242424238,0.0,1,1.0,0.0,8,682,0.6056910569105693
S1262,21,477,0.4166666666666667,0.3928571428571429,0.5,785,0.4197530864197532,0.4393939393939393,2.0,2,2.0,0.0,3,682,0.31029810298102983
S1263,17,481,0.3055555555555556,0.42857142857142855,0.5,215,0.8592592592592592,0.4393939393939393,2.0,5,0.0,0.0,6,682,0.49457994579945813
S1264,19,477,0.2638888888888889,0.125,0.0,785,0.5481481481481483,0.39393939393939387,1.0,1,2.0,2.0,4,682,0.34281842818428193
S1266,20,481,0.9166666666666666,0.5714285714285715,0.45652173913043487,785,0.6666666666666665,0.9242424242424241,0.0,5,2.0,0.0,4,318,1.0
S1267,24,481,0.25,0.42857142857142855,0.7173913043478262,215,0.8197530864197531,0.833333333333333,0.0,3,0.0,1.0,10,682,0.36720867208672087
S1268,23,477,0.4444444444444445,0.6785714285714286,0.5,785,1.0,0.2878787878787878,0.0,3,0.0,2.0,9,682,0.6761517615176151
S1269,19,481,0.4305555555555556,0.375,0.6521739130434783,785,0.8345679012345677,0.7878787878787876,1.0,4,0.0,0.0,8,682,0.8048780487804879
S1270,22,477,0.5555555555555556,0.5714285714285715,0.5,215,0.9160493827160492,0.42424242424242414,1.0,4,1.0,1.0,3,318,0.4986449864498646
S1271,24,481,0.6527777777777778,0.23214285714285715,0.7173913043478262,215,0.5037037037037038,0.53030303030303,1.0,1,2.0,1.0,1,682,0.6422764227642277
S1272,24,477,0.6666666666666666,0.44642857142857145,0.5217391304347826,215,0.37530864197530867,0.4848484848484848,1.0,6,1.0,1.0,1,682,0.6775067750677508
S1273,24,477,0.36111111111111116,0.4107142857142857,0.3695652173913044,785,0.6444444444444444,0.37878787878787873,0.0,1,0.0,1.0,1,318,0.26151761517615185
S1274,17,481,0.4444444444444445,0.5,0.9347826086956522,785,0.6567901234567901,0.6818181818181817,0.0,4,1.0,0.0,4,318,0.43902439024390255
S1275,20,477,0.5416666666666666,0.375,0.6086956521739131,785,0.36296296296296315,0.53030303030303,0.0,5,0.0,0.0,6,682,0.6991869918699187
S1276,17,477,0.4305555555555556,0.4107142857142857,0.5217391304347826,215,0.5851851851851855,0.409090909090909,0.0,4,1.0,1.0,4,318,0.478319783197832
S1278,17,481,0.5833333333333334,0.35714285714285715,0.08695652173913045,785,0.7185185185185183,0.3333333333333333,0.0,2,2.0,1.0,8,318,0.9173441734417345
S1279,18,481,0.6388888888888888,0.10714285714285714,0.45652173913043487,785,0.7530864197530867,0.19696969696969685,2.0,1,1.0,1.0,8,682,0.8089430894308944
S1280,20,481,0.625,0.8214285714285714,0.4347826086956522,785,0.7012345679012348,0.49999999999999983,0.0,2,0.0,1.0,6,682,0.6449864498644986
S1281,20,481,0.7361111111111112,0.75,0.23913043478260873,215,0.5037037037037038,0.2878787878787878,1.0,2,1.0,0.0,9,682,0.7737127371273713
S1283,23,477,0.22222222222222224,0.5892857142857143,0.7608695652173914,215,0.3333333333333335,0.7424242424242422,1.0,6,1.0,1.0,1,682,0.2831978319783199
S1284,18,477,0.5694444444444444,0.3392857142857143,0.5652173913043479,785,1.0,0.7121212121212119,0.0,6,0.0,1.0,8,682,0.8902439024390245
S1286,17,481,0.37500000000000006,0.5178571428571429,0.3695652173913044,785,0.5753086419753086,0.4848484848484848,0.0,4,2.0,0.0,1,682,0.2764227642276424
S1287,21,477,0.6111111111111112,0.3928571428571429,0.19565217391304351,785,0.40000000000000013,0.8484848484848484,1.0,6,1.0,2.0,4,318,0.7859078590785908
S1288,17,477,0.7500000000000001,0.28571428571428575,0.30434782608695654,785,1.0,0.5909090909090906,0.0,3,1.0,0.0,5,682,0.9390243902439024
S1289,24,481,0.48611111111111116,0.30357142857142855,0.28260869565217395,785,0.36543209876543203,0.4393939393939393,1.0,1,1.0,1.0,7,318,0.6409214092140922
S1291,19,481,0.8472222222222222,0.26785714285714285,0.08695652173913045,785,0.7333333333333334,0.5757575757575757,2.0,1,0.0,0.0,9,682,1.0
S1292,17,481,0.5416666666666666,0.42857142857142855,0.3695652173913044,215,0.7777777777777777,0.6515151515151514,1.0,4,2.0,0.0,6,318,0.6504065040650406
S1294,18,477,0.5972222222222222,0.5892857142857143,0.0,785,1.0,0.5454545454545452,0.0,6,1.0,0.0,9,682,0.9308943089430894
S1295,20,481,0.125,0.7678571428571428,0.8913043478260869,785,0.7555555555555555,0.4393939393939393,1.0,6,1.0,0.0,4,682,0.018970189701897067
S1296,22,481,0.6388888888888888,0.32142857142857145,0.6521739130434783,785,0.36790123456790136,0.46969696969696956,0.0,6,1.0,0.0,8,682,0.8130081300813008
S1297,23,481,0.5694444444444444,0.5,0.30434782608695654,785,0.5654320987654322,0.04545454545454547,1.0,2,2.0,0.0,3,682,0.459349593495935
S1298,21,481,0.7500000000000001,0.5535714285714286,0.39130434782608703,785,0.7061728395061726,0.4545454545454544,2.0,3,1.0,0.0,4,318,0.8821138211382114
S1299,24,481,0.625,0.5535714285714286,0.10869565217391305,785,1.0,0.6818181818181817,0.0,3,0.0,0.0,10,682,0.915989159891599
S1300,17,481,0.4583333333333333,0.4642857142857143,0.8043478260869567,785,0.28395061728395055,0.37878787878787873,2.0,6,1.0,1.0,4,318,0.4796747967479676
S1301,17,477,0.2361111111111111,0.6071428571428571,0.8478260869565218,215,0.925925925925926,0.5151515151515149,1.0,3,1.0,0.0,6,682,0.21002710027100274
S1302,19,481,0.4444444444444445,0.5535714285714286,0.4347826086956522,785,0.674074074074074,0.3636363636363635,0.0,5,1.0,2.0,9,682,0.6544715447154472
S1304,18,477,0.36111111111111116,0.625,0.4347826086956522,785,0.6049382716049383,0.4545454545454544,1.0,0,0.0,0.0,1,682,0.18157181571815723
S1305,21,481,0.6111111111111112,0.6428571428571429,0.06521739130434782,785,0.42222222222222205,0.3333333333333333,0.0,2,1.0,1.0,5,318,0.8306233062330624
S1306,20,481,0.8333333333333334,0.28571428571428575,0.28260869565217395,785,0.8148148148148149,0.7424242424242422,0.0,5,0.0,0.0,9,682,1.0
S1308,24,477,0.2361111111111111,0.5892857142857143,0.28260869565217395,785,0.869135802469136,0.39393939393939387,0.0,6,2.0,1.0,6,318,0.478319783197832
S1309,22,477,0.5833333333333334,0.3928571428571429,0.3478260869565218,785,0.6271604938271604,0.5909090909090906,0.0,5,1.0,1.0,3,318,0.6382113821138211
S1310,24,42,0.7361111111111112,0.6785714285714286,0.3695652173913044,785,0.4814814814814814,0.5909090909090906,1.0,6,2.0,0.0,8,682,0.9498644986449865
S1311,23,481,0.36111111111111116,0.9464285714285714,0.3695652173913044,215,0.2444444444444447,0.6212121212121211,1.0,5,0.0,0.0,10,682,0.5528455284552847
S1312,20,477,0.4583333333333333,0.28571428571428575,0.41304347826086957,785,0.8320987654320988,0.19696969696969685,1.0,6,2.0,0.0,4,682,0.5948509485094851
S1313,23,481,0.48611111111111116,0.14285714285714288,0.13043478260869565,785,0.7333333333333334,0.6818181818181817,1.0,0,1.0,1.0,4,682,0.7859078590785908
S1314,19,481,0.3194444444444444,0.5178571428571429,0.2173913043478261,785,0.3901234567901235,0.39393939393939387,1.0,2,0.0,1.0,5,318,0.3075880758807588
S1315,24,481,0.625,0.6071428571428571,0.08695652173913045,785,0.49629629629629624,0.4393939393939393,0.0,5,1.0,2.0,10,682,0.9837398373983739
S1316,19,481,0.4583333333333333,0.3928571428571429,0.6304347826086957,215,0.5135802469135802,0.9848484848484844,1.0,0,1.0,2.0,9,682,0.6761517615176151
S1317,17,477,0.5694444444444444,0.75,0.0,785,0.2641975308641977,0.5606060606060606,1.0,1,1.0,0.0,8,318,0.7344173441734418
S1318,23,477,0.3055555555555556,0.16071428571428573,0.673913043478261,785,0.4271604938271605,0.42424242424242414,0.0,6,1.0,2.0,7,682,0.513550135501355
S1319,22,477,0.3888888888888889,0.5892857142857143,0.7173913043478262,785,0.3506172839506174,0.10606060606060602,1.0,4,2.0,0.0,5,318,0.4498644986449865
S1321,21,477,0.4027777777777778,0.8214285714285714,0.0,215,0.4469135802469135,0.2575757575757575,1.0,3,0.0,1.0,9,318,0.5636856368563685
S1322,20,477,0.8472222222222222,0.8750000000000001,0.30434782608695654,785,0.22716049382716053,0.31818181818181807,1.0,0,0.0,1.0,10,682,0.9471544715447153
S1323,18,477,0.4027777777777778,0.28571428571428575,0.3695652173913044,785,1.0,0.4393939393939393,1.0,0,0.0,1.0,10,682,0.5962059620596207
S1324,22,481,0.5277777777777778,0.32142857142857145,0.15217391304347827,785,0.9382716049382718,0.7575757575757573,0.0,5,0.0,0.0,2,682,0.7859078590785908
S1325,22,481,0.6805555555555556,0.625,0.2608695652173913,785,0.4370370370370371,0.6363636363636362,1.0,0,1.0,1.0,4,682,0.6666666666666667
S1326,19,477,0.19444444444444445,0.35714285714285715,0.7608695652173914,785,0.6962962962962962,0.46969696969696956,0.0,1,0.0,1.0,8,682,0.21002710027100274
S1328,24,481,0.16666666666666666,0.44642857142857145,0.1739130434782609,215,0.9234567901234567,0.39393939393939387,1.0,4,2.0,1.0,5,682,0.3265582655826558
S1329,24,477,0.7500000000000001,0.03571428571428572,0.0,785,0.4271604938271605,0.53030303030303,0.0,4,0.0,0.0,8,682,1.0
S1330,17,477,0.37500000000000006,0.44642857142857145,0.30434782608695654,785,0.8987654320987657,0.5151515151515149,1.0,6,2.0,0.0,2,682,0.35230352303523044
S1332,20,477,0.37500000000000006,0.3392857142857143,0.5,785,0.2987654320987654,0.6818181818181817,0.0,3,1.0,2.0,8,682,0.6097560975609757
S1333,19,477,0.5277777777777778,0.75,0.2608695652173913,785,0.8074074074074074,0.5909090909090906,1.0,1,1.0,1.0,10,682,0.6246612466124661
S1335,24,477,0.9027777777777778,0.625,0.8478260869565218,785,1.0,0.6363636363636362,2.0,5,1.0,0.0,7,318,1.0
S1336,21,481,0.9166666666666666,0.3928571428571429,0.5869565217391305,785,0.3333333333333335,0.4848484848484848,1.0,2,0.0,2.0,8,318,1.0
S1337,19,477,0.7361111111111112,0.3928571428571429,0.3695652173913044,785,0.8024691358024691,0.3030303030303029,0.0,2,1.0,1.0,5,682,0.9065040650406504
S1338,20,481,0.6944444444444444,0.6071428571428571,0.3478260869565218,215,0.5283950617283952,0.42424242424242414,1.0,2,0.0,0.0,1,318,0.5623306233062331
S1339,20,481,0.6111111111111112,0.5178571428571429,0.30434782608695654,785,0.822222222222222,0.5151515151515149,0.0,6,2.0,1.0,4,318,0.7005420054200544
S1340,19,477,0.6527777777777778,0.5714285714285715,0.673913043478261,215,0.2666666666666666,0.6666666666666665,0.0,5,0.0,1.0,2,682,0.7330623306233062
S1341,20,481,0.37500000000000006,0.6607142857142858,0.23913043478260873,785,0.31851851851851865,0.46969696969696956,0.0,0,1.0,0.0,3,682,0.24525745257452575
S1342,19,477,0.3194444444444444,0.375,0.39130434782608703,785,0.4370370370370371,0.27272727272727265,0.0,5,1.0,0.0,3,682,0.386178861788618
S1343,18,42,0.48611111111111116,0.32142857142857145,0.41304347826086957,785,0.6493827160493826,0.5151515151515149,0.0,0,1.0,1.0,9,682,0.7967479674796749
S1344,19,477,0.4444444444444445,0.21428571428571427,0.2608695652173913,785,0.47160493827160477,0.5151515151515149,0.0,2,1.0,2.0,10,318,0.7520325203252034
S1345,23,477,0.3888888888888889,0.26785714285714285,0.06521739130434782,785,0.7925925925925923,0.53030303030303,0.0,3,0.0,2.0,4,682,0.6151761517615175
S1347,20,42,0.6805555555555556,0.7142857142857143,0.3695652173913044,785,0.7777777777777777,0.6818181818181817,0.0,0,2.0,0.0,3,682,0.6883468834688347
S1348,24,481,0.5,0.16071428571428573,0.5217391304347826,785,1.0,0.39393939393939387,2.0,2,0.0,0.0,3,682,0.6246612466124661
S1349,23,481,0.7916666666666667,0.16071428571428573,0.2608695652173913,785,0.7333333333333334,0.39393939393939387,2.0,5,0.0,0.0,7,682,1.0
S1350,20,477,0.25,0.5535714285714286,0.673913043478261,785,0.32839506172839505,0.31818181818181807,1.0,3,1.0,0.0,8,682,0.3766937669376695
S1351,17,481,0.4444444444444445,0.5714285714285715,0.1739130434782609,785,0.9654320987654321,0.6212121212121211,1.0,0,1.0,1.0,6,682,0.5989159891598916
S1352,17,477,0.3333333333333333,0.5714285714285715,0.8043478260869567,785,0.4790123456790125,0.7575757575757573,1.0,5,0.0,1.0,4,318,0.2818428184281843
S1353,24,481,0.09722222222222222,0.3928571428571429,0.0,785,0.854320987654321,0.4393939393939393,0.0,2,1.0,1.0,6,682,0.3048780487804879
S1354,24,477,0.4722222222222222,0.4107142857142857,0.5,785,1.0,0.4545454545454544,1.0,1,1.0,1.0,1,682,0.28997289972899737
S1355,23,477,0.4583333333333333,0.5178571428571429,0.5,215,0.7432098765432098,0.7727272727272727,1.0,2,1.0,0.0,10,682,0.7439024390243902
S1356,18,477,0.8055555555555556,0.4642857142857143,0.19565217391304351,215,0.2592592592592593,0.5909090909090906,1.0,6,1.0,0.0,8,682,1.0
S1357,24,477,0.6111111111111112,0.0,0.5,785,0.402469135802469,0.5757575757575757,0.0,2,0.0,0.0,1,682,0.7547425474254743
S1358,17,481,0.2777777777777778,0.3928571428571429,0.6956521739130436,785,0.9555555555555557,0.2878787878787878,1.0,5,1.0,0.0,5,682,0.4078590785907859
S1359,19,477,0.875,0.26785714285714285,0.0,785,0.5876543209876544,0.6212121212121211,1.0,5,0.0,1.0,2,318,1.0
S1360,20,481,0.7361111111111112,0.4821428571428572,0.5217391304347826,215,0.6493827160493826,0.3333333333333333,1.0,4,1.0,1.0,6,682,0.7425474254742548
S1362,17,481,0.4444444444444445,0.5178571428571429,0.15217391304347827,785,0.8024691358024691,0.4393939393939393,0.0,5,2.0,2.0,5,682,0.5650406504065042
S1363,18,477,0.2916666666666667,0.375,0.7826086956521741,785,0.6987654320987655,0.39393939393939387,0.0,5,2.0,2.0,4,682,0.41598915989159896
S1364,23,477,0.4027777777777778,0.6428571428571429,0.2608695652173913,785,0.577777777777778,0.4545454545454544,0.0,1,1.0,0.0,2,682,0.2669376693766938
S1366,22,477,0.875,0.5357142857142857,0.3478260869565218,785,0.8419753086419752,0.6818181818181817,2.0,2,1.0,0.0,6,318,0.929539295392954
S1367,18,477,0.8055555555555556,0.5714285714285715,0.8913043478260869,785,0.765432098765432,0.7121212121212119,2.0,6,0.0,1.0,8,682,0.9905149051490514
S1368,19,481,0.3888888888888889,0.8928571428571429,0.0,215,0.5654320987654322,0.15151515151515144,0.0,3,0.0,1.0,8,682,0.6070460704607046
S1369,23,481,0.25,0.19642857142857145,0.13043478260869565,215,0.8962962962962964,0.6818181818181817,2.0,6,0.0,0.0,5,682,0.6056910569105693
S1370,20,477,0.513888888888889,0.5535714285714286,0.7391304347826088,215,0.5975308641975308,0.34848484848484845,0.0,1,1.0,0.0,5,318,0.45528455284552843
S1371,24,477,0.11111111111111112,0.25,0.8260869565217391,215,0.4197530864197532,0.6515151515151514,1.0,2,0.0,0.0,10,682,0.1327913279132792
S1372,18,481,0.5555555555555556,0.5714285714285715,0.3695652173913044,785,0.44197530864197554,0.4848484848484848,0.0,6,1.0,1.0,3,682,0.5718157181571817
S1373,24,477,0.4583333333333333,0.25,0.08695652173913045,785,0.3876543209876544,0.49999999999999983,2.0,0,0.0,1.0,7,318,0.6327913279132793
S1374,17,477,0.3888888888888889,0.35714285714285715,0.8913043478260869,215,0.5629629629629629,0.46969696969696956,0.0,4,1.0,1.0,6,682,0.421409214092141
S1375,20,477,0.1527777777777778,0.375,0.7826086956521741,215,0.9333333333333331,0.7272727272727271,0.0,6,0.0,0.0,1,318,0.3265582655826558
S1377,17,481,0.37500000000000006,0.6428571428571429,0.19565217391304351,785,0.6765432098765434,0.606060606060606,1.0,2,1.0,2.0,6,318,0.5650406504065042
S1378,18,477,0.2361111111111111,0.17857142857142858,0.3695652173913044,785,0.4666666666666668,0.6969696969696968,1.0,6,0.0,1.0,6,682,0.5067750677506775
S1379,17,477,0.0,0.4642857142857143,0.3478260869565218,785,0.5654320987654322,0.6363636363636362,1.0,5,1.0,0.0,3,682,0.09078590785907859
S1380,24,477,0.48611111111111116,0.28571428571428575,0.47826086956521746,785,0.2567901234567902,0.9242424242424241,1.0,0,0.0,0.0,6,682,0.5623306233062331
S1381,22,481,0.8611111111111112,0.17857142857142858,0.7391304347826088,785,0.5753086419753086,0.409090909090909,2.0,4,0.0,1.0,10,682,1.0
S1382,20,477,0.8333333333333334,0.3928571428571429,0.6086956521739131,215,0.5827160493827162,0.6666666666666665,1.0,0,0.0,0.0,6,682,0.9566395663956639
S1383,21,477,0.3888888888888889,0.375,0.13043478260869565,785,0.7629629629629631,0.4848484848484848,1.0,2,1.0,2.0,9,318,0.6070460704607046
S1384,21,481,0.36111111111111116,0.9642857142857144,0.7173913043478262,785,0.6839506172839509,0.7272727272727271,1.0,1,1.0,2.0,9,682,0.45528455284552843
S1385,24,477,0.5833333333333334,0.5357142857142857,0.45652173913043487,785,0.3333333333333335,0.49999999999999983,2.0,4,0.0,2.0,2,682,0.5149051490514907
S1386,19,481,0.2777777777777778,0.14285714285714288,0.5652173913043479,785,0.8962962962962964,0.42424242424242414,1.0,0,1.0,2.0,4,682,0.2574525745257454
